  Wind_max,  Wind_mittel,Niederschlagsform,Schneehöhe,Bedeckungsgrad, Dampfdruck,  Luftdruck, Temp_mittel, rel_Feuchte, Temp_max_2m, Temp_min_2m, Temp_min_5cm
8.1,2.9,0,0,3.5,9.8,979.2,8.4,89,14.4,3.9,2.1
8.5,2.7,6,0,5.1,10.7,972.2,12.8,73,18.2,7,5.3
9.5,3.4,6,0,7.4,13,965.6,13.6,84,15.4,12,9.5
11.9,4.9,6,0,6.8,13.6,964.3,14.3,84,17.8,11.7,10.7
9.6,4.3,6,0,6.9,13.7,968,14.1,86,17.1,12,10.7
11.3,4.3,6,0,6.6,13.2,968.6,15.1,78,19.2,11.4,10
13.5,5.3,6,0,7.8,15.7,963.2,15.1,91,17.1,12.8,12.4
25.2,8.1,6,0,6.1,12.2,966.3,12.6,84,15.4,9.3,5.7
7.4,3,6,0,4.8,10.6,973.7,10.9,82,15.8,5.6,3.6
8.7,3.4,6,0,2.5,13.2,973.3,17,68,23.1,10.6,8.2
7.5,3.2,6,0,4.2,15.6,984.6,15.9,86,19.4,12.8,9.1
9.3,3.8,6,0,7.4,14.5,988.2,14.4,89,15.9,13.1,12.2
10.4,4.7,6,0,6.3,12.9,984,13.4,83,17.3,8.4,4.4
6.2,1.9,0,0,2,9.3,983.3,9.4,80,15.3,4.9,1.5
15.8,3.7,6,0,5.3,9.9,973.7,8.6,88,12.5,3.7,1
19.5,5.1,6,0,3.3,7.4,981.3,5.6,81,10.1,1.2,-0.8
9.2,2.6,6,0,3.1,5.9,990.7,1.7,87,7,-2.7,-5.8
5.2,2.1,6,0,6.4,6.8,991.7,3.3,88,7.8,-0.3,-2
6.4,2.4,6,0,6.8,7.8,994,5.2,88,8.5,3.3,1
8,3.8,0,0,7.5,7.7,992.7,4.8,89,7.9,3.3,2.9
5.1,2.2,0,0,6.7,7.6,991,4.4,91,7.6,-0.2,-2.5
6,1.8,0,0,4.7,6.9,985.7,2.2,96,5.7,-0.9,-2.4
11,4.4,6,0,6.1,10,985.6,8.9,86,12.7,3.7,0.3
11.2,4.6,6,0,5.1,9.5,989.7,8.9,82,11.9,2.1,-2.6
5.6,2,0,0,3.6,6.5,994.8,3.1,86,9.3,-1.3,-4.3
14.3,5.5,6,0,7.9,8.4,983.1,5.2,93,9.5,0.2,-2.9
15.4,6.1,6,0,7,8.1,980.7,6.5,83,8.2,4.4,2.8
14.5,6.5,6,0,7.7,9.5,977.6,7.3,92,10.3,4.3,3.5
12.6,6.2,6,0,7.7,12.3,977.3,10.8,95,11.6,9.7,9.5
12.1,3.4,0,0,4.5,11.5,977,12.3,81,16.1,7.7,4.6
15.8,5.6,6,0,4.4,10.4,971.3,14.8,63,18.8,12.1,9.6
16.7,4.6,6,0,7.3,11.3,973.4,10.9,87,15,8.9,6.1
8.6,3.2,6,0,6.3,10.3,979.1,8.6,91,10.6,4.9,2.8
13.4,4.4,6,0,7.8,9.7,980.5,7.8,91,9.8,4.7,4
13.1,4.7,6,0,6.6,7.5,978.9,5.3,84,7.3,2.5,-0.2
13.8,5.3,6,0,7.2,9.3,963.7,7.3,91,8.6,5.3,4.5
10.6,4.2,6,0,6.9,7.4,965.2,4.3,89,5.8,3.1,1.7
16.1,6.3,6,0,8,10.5,960.7,9,90,12,4.3,3.6
8.4,3,6,0,6.3,10.9,965.9,11,84,14.7,7.2,3.9
15.5,5.7,6,0,7.8,11.4,969.4,13.9,73,17.8,9.3,8.8
5.1,1.7,0,0,6.4,10.9,982,9.7,91,13.3,6.7,4.2
7.5,2.3,0,0,3.3,10.5,984.3,10.6,83,16.1,6.5,3.8
5.2,2.2,6,0,3,9.1,983,7.6,88,14.7,4.8,1.5
6.2,1.5,6,0,5.4,9.5,991.9,7.2,92,9.3,1.6,-1.8
8.4,3.4,6,0,6.5,8.3,994.6,4.9,95,6.5,1.6,-1.5
11,2.8,6,0,5.7,8.6,989.2,6.7,88,11.5,2.5,0.1
8.8,4,0,0,5.8,8.8,981.7,8.1,82,10.6,5.3,2.2
19.5,6.5,6,0,7.1,10.3,973.3,9.9,84,13.6,6.8,5.4
15.9,7.3,6,0,6.8,10,970.4,8.7,89,11.2,6.6,5
14,6.8,6,0,6.9,12.1,969.8,12,86,13.9,10.7,9.7
13,5.8,6,0,7.3,9.2,971.3,8.5,82,12.6,5.4,3.7
15,6.4,6,0,6.7,8,971,6.1,86,8.3,4.4,3.2
23.1,6.3,6,0,7.4,9.3,961,9.2,79,13,7.1,5.5
9.3,3.8,6,0,7.2,7.7,973.1,5.4,86,7.1,3.6,2
6.9,1.9,0,0,6.4,6.8,990.5,2.2,95,3.5,-0.6,-3.1
11.4,5.6,6,0,8,6.4,988,2.1,90,4.6,-0.2,-0.4
9.6,4.3,6,0,7.6,7.6,986.7,3.9,94,4.6,2.4,0.8
10,3.9,6,0,7.1,7.5,991.3,4.2,90,6.3,2.3,-0.4
5.8,2.1,0,0,6.4,7.3,992.4,2.9,96,5.8,-1.2,-3.3
6.2,1.6,0,0,2.5,5.9,990.5,2,84,7.8,-2.2,-3.7
9.7,4.4,6,0,5.7,7.3,985.5,5.7,79,8.1,2.9,-0.1
5.1,2.2,6,0,7.3,6.9,989.2,2.2,96,4.4,-0.2,-1.5
6.7,2.6,6,0,6.3,6.4,989.7,2.7,87,4.6,1.1,-0.6
12.6,5.1,0,0,6.6,4.8,993.7,2.4,67,3.9,1,-0.6
9.2,4,6,0,3.3,5,997,1.6,73,4.3,-1.2,-3.5
9.7,3.8,6,0,4.2,6.5,999.2,3.1,85,5.7,0.6,-1.7
10.7,5.5,0,0,0.1,5.8,999.7,2.8,77,6,1.1,-0.4
11.3,5.9,0,0,3.6,6.2,998.5,1.8,89,4.1,0.3,-0.9
9.4,3.9,0,0,0.2,5.9,996,1.8,84,5.6,-0.8,-3
9.3,4.1,0,0,5.3,5.4,995.3,-1,95,1.6,-2.5,-3.4
8.4,3.6,0,0,7.5,5.3,994.9,-0.6,91,0.2,-2.2,-3.7
6.7,2.9,7,0,8,4.8,993.3,-2.2,91,-1.7,-2.8,-2.5
6.4,2.8,0,0,6.9,4.7,990.8,-1.5,85,1,-3.6,-3.2
6.7,1.7,0,0,5.2,4.8,988.9,1.6,71,6,-3.5,-6.1
18.1,6.3,6,0,7.5,7.7,985.9,5.9,81,10,2.1,-0.7
16.4,7.4,6,0,6.7,9.2,989.5,8.7,82,10.4,6.6,4.9
22.9,8.6,8,0,6.8,8.8,980.7,7.8,81,11.5,3.5,0.8
15.6,5.7,6,0,7.5,6.9,983.2,3.4,88,4.6,2.2,1.2
11.4,5,6,0,7.5,7.5,990.8,4.5,89,5.4,3.8,2.9
15.4,7.1,6,0,7.3,8,978.4,5.3,89,6.7,3.8,3.3
10.7,6,6,0,7.9,8.7,984.5,6.4,91,7.2,5.6,4.9
15.2,6.8,6,0,8,10.1,982.6,7.8,95,9.5,6.5,6.3
17.5,5.6,6,0,6.3,8.1,981.8,6.9,81,9.8,4.6,1.6
16.2,6.9,6,0,7.5,9.6,972.9,7.8,90,9.1,5.1,3.7
14.1,7.5,6,0,7.5,11.6,978.6,10.4,92,12.8,8.7,7.8
17.4,5.8,6,0,5.4,9.9,981.4,9.1,85,11.5,4.8,3.2
21.8,9.1,6,0,6.3,7.7,982.4,5.9,83,8.7,2.8,1.1
15.7,7.3,6,0,6.6,8.5,987.8,7.5,83,8.6,5.7,4
14.2,6.1,6,0,7.8,10.7,987,9.1,92,9.9,8.2,8
12.9,4.6,0,0,3.9,8.1,991.4,6.3,84,9,-0.7,-3.8
7,1.3,0,0,2.5,5.9,990.1,0.7,91,6.4,-2.9,-5.3
7.8,2.4,6,0,7.9,7.6,985.1,3.7,94,6.7,1.6,1.5
17.1,7,6,0,7.4,9.7,980.5,8,90,9.7,6.1,4.5
29.6,13.2,6,0,7.9,11.4,968.8,10.2,91,12.8,8.6,8.1
21.5,10.3,6,0,7.4,11.8,978.8,11.6,86,12.7,10.1,9.3
17.4,8.2,6,0,8,10.9,980.5,9.8,90,11.1,5.9,5.4
20.5,7.3,6,0,5.6,6.9,978.6,5.5,76,7.5,3,1.1
15.6,3,0,0,6,6.3,977.7,2.3,87,4,0,-2.4
17.8,8.5,7,0,7.6,2.8,970.1,-2.4,54,0.2,-3.7,-3.7
10.2,3.7,0,0,4.9,2.1,968,-2.7,44,0.5,-5.8,-7.7
11.6,4.5,7,0,3.2,3.4,980.6,-3.6,72,0.2,-6.5,-8.4
9.8,3.2,7,0,5.5,3.3,984.8,-5.2,80,-1.7,-9.3,-12.2
8.7,4,8,3,7.9,5.7,989.6,0.1,92,2.4,-3.5,-3.5
14.8,5.9,6,0,8,6.4,990.5,2.1,90,3.2,0.7,0.4
8.4,3.5,6,0,8,7.4,986.9,3.2,97,4.7,2.1,1.8
3.8,1.2,0,0,7.3,7.4,986.8,4.6,88,6.8,2.3,1.4
9.2,3,6,0,7.3,6.7,985.4,4.3,80,5.5,3.2,2.2
7.7,2.4,6,0,8,7.8,989.7,4.1,95,5.1,2.6,2.5
4.9,1.5,6,0,8,9.2,992.4,6.2,96,8,4.9,4.8
8.2,2.9,0,0,4.1,6.6,996.2,4.4,79,6.7,1.1,-2.3
9.9,3.5,0,0,3.9,6.5,991.1,4.3,78,9,-0.5,-4
8.2,3.3,6,0,6.4,6.5,978.2,1.9,92,4,-1.8,-4.8
4.6,1.7,8,0,7.1,6.2,968.5,1,94,2.1,-0.4,-2
7.7,2.6,8,0,8,6.3,962.4,1.1,95,2.6,0,-0.2
19.8,4.7,8,0,7.1,6.8,959,3.6,87,7.4,-0.1,-0.2
11.4,3.9,6,0,7.3,7.1,967.1,5.1,82,8.5,2.5,1.4
8.9,4.3,6,0,7.8,8.1,968,5.5,90,6.3,4.9,3.7
18.3,6.4,6,0,6.9,8.5,965.7,6.5,88,9.8,5.5,4.7
17,7,6,0,7.7,8.8,960.7,7,87,9.3,5.1,4.7
16.7,7.4,6,0,6.8,7.9,970.9,5.8,85,7.5,2.8,0.8
13.3,4,6,0,7,7.6,968.2,5,87,7.4,2.7,0.1
10.5,3.2,0,0,4.4,7,983.1,5.3,79,9.2,0.5,-2.4
10.1,4.5,0,0,4.7,6.2,982.2,5.4,72,12,0.6,-1.5
11.5,3.9,0,0,7,6.2,977.6,4.6,73,9.9,0.2,-2.2
5.4,2,0,0,2.2,6.5,976.6,4.9,77,12.2,-0.8,-3.5
2.9,1.1,0,0,6.3,6.7,976.3,2.9,89,5.3,-0.6,-2.4
4.1,1.7,6,0,4.8,6.8,973.9,3,90,10.3,-1.1,-2.3
10.9,3.2,6,0,4.8,7.7,975,5.2,87,12.1,-0.9,-2.8
4,1.6,6,0,6.8,8.3,974.7,7.2,82,11.3,4.4,2.5
9.7,2.9,6,0,6.6,8.1,972,9.3,70,13.8,5.8,3.9
14.7,5.3,6,0,6.7,8.9,966.5,8.1,82,10.7,6.1,5
18,7.1,6,0,7.2,8.2,963.3,6.7,84,10.1,4.6,4.2
11.6,5.9,6,0,7.5,8.1,971.6,6.2,86,7.9,4.7,4.2
13.4,5.8,6,0,7.7,8,976.7,5.3,90,8.5,3.2,2.2
17.9,8,8,0,7.5,9.6,966.4,8.4,88,10,5.2,3.7
20.7,8.4,8,0,7.3,9,961.2,7.2,88,8.5,4.8,3.8
12.9,5.2,6,0,5.8,6.6,969.8,5.4,75,8.8,3.6,0.4
23.5,8.3,6,0,6.4,8.6,969.7,7.8,81,10.5,3.5,0.4
10,2.6,6,0,4.3,7.5,980,8.1,72,13.9,1.8,-1.5
16,5.9,6,0,6.1,7.8,980,9.3,67,11.6,5.5,3.2
16.4,4.9,6,0,6.9,7,975.9,8.1,66,11.7,4.7,2.3
11.9,4,6,0,5.6,8.3,968,6.8,84,10.6,2.1,-1.4
6,1.5,0,0,3.2,6.8,982.5,4.9,80,10.6,-0.4,-3
13,3.5,6,0,6.9,7.2,989.2,5.4,81,9.8,1.7,-1.8
6.9,2.5,0,0,1.6,6.2,997.6,4.6,74,10.2,-0.5,-2.9
6.2,2,0,0,1,6.4,995.2,5.9,71,12.6,-0.7,-3.7
6.6,2.2,0,0,1.7,6,988.3,7.2,62,14,1.6,-1.9
7.2,1.9,0,0,1.1,6.6,989.7,7.7,65,15.3,1.1,-3
8,3,0,0,0.2,8.1,994,8.3,74,13.9,2.3,-1.4
8.2,2.8,0,0,0.4,7.3,989.9,8.8,65,15.2,3.6,0.4
6.2,1.8,0,0,1,7,987.5,7.6,68,13.4,2.5,-1.7
11.1,5.4,6,0,7,8.4,985.4,6.3,87,7.4,3.7,1
19,8.5,8,0,7.4,8.1,969.9,6.4,83,8.3,2,-0.2
13.9,4.2,8,0,6.6,5.8,956.7,1.9,83,4.8,-0.3,-1
9.7,3.1,8,3,7,5.4,962.9,1.6,80,6.4,-1.3,-3.2
13.8,3.1,7,0,5.3,5.5,969.6,1.8,80,5.3,-1.3,-3.1
8,3.6,8,2,7.7,6,971.7,0.4,95,1.9,-0.7,-2
8.5,3.3,8,1,7.5,6.3,969.1,1.8,91,3.2,-0.1,-2.5
6,2.2,6,0,7.4,6.9,971.1,2.6,94,5.2,-0.5,-2.7
12.8,4.9,0,0,4.9,7.2,977.3,6.2,77,10.5,2.8,2.5
10.8,5.4,0,0,0,6.9,979.1,9.9,58,15.7,4.8,2.9
10,3.9,0,0,0.4,6.5,978,8.7,59,14.1,4.4,0.6
5.1,2.2,6,0,2.2,7,977.2,8.8,63,15.2,3.6,0.1
6.9,2.1,6,0,6.7,8.7,975.6,7.9,82,12.1,5.5,3.5
11.3,2.4,6,0,7.4,8.8,972.8,7.6,85,12.6,4.3,3.1
5.3,2,6,0,7.8,8.4,977.7,5.3,94,7.6,2.6,2.9
10.4,2.9,0,0,2.9,8.3,984.6,9.4,73,15.6,3.8,2.1
8.4,4.1,0,0,0.6,7.9,984.9,11.4,59,17.7,6.2,3.5
13.2,3.7,6,0,2.8,6.7,976.8,8.9,60,15.3,4.4,0.5
15.1,6.6,0,0,3.4,6.1,977.9,5.8,66,9.4,3.2,0.6
7.3,3.6,0,0,5.3,5.2,982,8.1,51,14.8,0.1,-2.7
5.5,2.1,0,0,2.5,7.8,983.4,12,59,19.4,3.5,-0.5
9.4,3.2,0,0,3.9,7.9,984,9.7,66,15.3,4.7,0.8
9.6,3.3,0,0,1,6.4,985.4,8.9,59,15.4,2,-1
8.1,2.1,0,0,2.5,6.9,981.5,10.7,56,17.9,1.9,-2
6.5,1.7,0,0,1.1,8,983.8,11.2,62,18.3,3.9,-0.7
8.3,4.2,0,0,0.2,9.6,984.6,12.9,66,18.8,7.2,4.1
8.5,3.4,0,0,1.5,10.2,982.1,15.2,61,22.5,8.1,5
10.2,4.6,0,0,5.6,11.6,980.1,17.4,59,23.5,11.8,10.7
9,4,0,0,2.3,10.9,981.4,18.8,51,25.9,13.1,11.5
8.2,3.7,0,0,0.1,9.2,983.3,18.6,44,25.8,12.1,7.3
7.9,3.6,0,0,1.7,8.2,982.5,18.4,40,25,11.7,7.2
9.6,2.5,0,0,4.1,9.1,980.7,16.6,50,24.9,8.6,4
7,2.9,0,0,3.3,6.4,984.8,9,57,14.3,3.7,0.1
5.9,2.1,0,0,2,6,981.7,10.4,51,18.8,1.8,-1.9
8.6,3.4,0,0,0.8,7.5,981.7,11.4,57,17.3,5.9,1.8
9.1,3.5,0,0,1.9,6.8,982.4,10.8,54,19.2,3,1.5
6.7,2.3,0,0,3.1,7.4,983.5,13.5,50,21.9,5.8,2.7
7.3,1.5,0,0,3.6,9.9,984,15.8,58,23.7,6.1,0.9
5.1,1.3,0,0,6.2,11.1,981.4,17.8,57,24.6,11.7,8.2
7,3.3,0,0,2.2,11.4,977.8,18.7,56,26,12.2,7
10.1,3.9,0,0,1.5,8.9,978.8,18.2,45,24.1,12.6,6.8
7.3,2.4,0,0,2.2,10.6,981.4,18.3,52,24.9,10.8,6.9
5.8,1.6,0,0,1.1,12.5,982.4,17.9,64,25.3,10.5,5.6
8.2,2.2,6,0,3.3,12.3,978.5,16.7,67,24.8,10.6,6.9
10.6,5.6,0,0,2.4,6.8,975.4,14.2,44,20.3,7.8,7.1
11.7,5.6,0,0,0,6.4,975,14,41,20.2,6.6,4.8
14.7,5.7,0,0,0.5,5.3,973.7,13.4,36,20.1,6.3,2.9
7.3,2.6,0,0,2.8,7,974,13.5,47,19.9,5.4,0.7
14.5,4.4,6,0,6.5,8.8,969.8,14.6,54,21.8,9.5,4.9
11.8,4.1,6,0,6.7,9.7,972,14.6,59,19.3,8.5,3.9
10.4,3,0,0,3.2,9.1,978.4,14.9,59,22.7,6.4,1.1
15.3,6.7,6,0,8,12.2,978.5,12.5,84,13.9,11.1,10.7
16.4,8.2,6,0,6.7,11.6,976.9,13.3,76,16.2,10.4,9.5
14,6.1,6,0,7.9,12.6,979.1,12,90,13.7,9.9,9.7
15.9,5.6,0,0,6,11.9,975.4,16.3,66,22.1,10.5,8.7
22.4,7.4,6,0,7.3,9.6,971.8,14,60,16.5,10.4,9
15.8,6.2,6,0,6.4,10.9,974.3,13.6,72,17.7,9.8,5.4
17.9,3.4,6,0,6,12.3,971,15.7,70,24.5,8.8,6
10.2,4.5,6,0,7.8,11.7,972.8,11.3,87,13.4,9,9
12.3,4.8,6,0,6.7,9.3,978,10.3,76,14.8,8.5,6.1
11.6,4.3,6,0,7.9,10.7,975.8,9.7,88,11.8,7.5,6.2
8.5,2.5,6,0,6.8,11.4,974.5,10.3,91,13.8,5.9,2.8
4.9,1.5,0,0,4.9,10.8,980.6,11.3,81,17.1,4.4,2.9
5,1.7,6,0,5.1,14.1,977,15.3,80,22.1,8.9,4.9
8.3,3,0,0,6.6,14.6,975.4,19.2,67,23.7,14.3,10.7
8.9,2.6,0,0,3.9,15.6,977.6,21.2,64,26.9,15.1,11.9
6.7,2.1,0,0,2.3,15.2,981.1,20.6,64,26.2,14.8,11.9
7.3,3.1,0,0,2.1,16.4,981.5,19.1,75,24.2,13.4,9.4
8.8,3.3,0,0,1.1,17.1,976.7,21.7,68,28,15.3,13.6
8.9,2.7,6,0,2.5,16.5,970.8,22.3,63,28.2,15.6,11.4
22.6,2.4,6,0,6.4,14.9,966,18.8,70,26,13.8,12.7
11.9,4.3,6,0,7.3,12.8,962.4,14.2,79,17.2,11.3,10.6
6.5,2.4,6,0,7.8,10.8,962.5,10,88,11.5,8.4,8.2
12.3,4.8,6,0,6.7,9.7,969.7,9.1,84,11.7,3.2,0.2
7.7,2.3,6,0,3.8,8.4,975.7,11.2,66,16.9,3.2,-0.5
7.4,2.2,6,0,6.9,11.8,974.5,13.7,75,18.7,8.9,6.5
7,2.6,6,0,8,12.9,977.1,12.2,90,13.6,10.7,10.6
9.8,2.6,0,0,4.3,13.1,982.6,16.2,73,22.3,9.6,8.5
8.4,3.3,0,0,2.8,14,982.7,17.5,71,22.6,12.1,10.8
8,3.1,0,0,5.1,14.8,981.4,18.8,70,24.2,13.3,10.8
9.5,4.3,0,0,4.8,14.9,979.5,19.5,67,24.3,15.6,14.9
9.4,4.3,6,0,3.4,15.7,976.7,19.9,69,24.7,13.8,12.9
10.2,4,0,0,4.4,16.7,975.5,22.2,64,27.4,17.4,15
7.7,2.1,0,0,6.1,17.6,977.9,20.9,72,28,15.5,12.4
8.4,2.1,6,0,4.4,18.1,979.1,19.1,83,24.7,14.9,11.4
13.4,2.1,6,0,4.1,15.6,977.6,20,69,26.7,13.7,10.4
5.6,1.6,6,0,4,16.3,976.3,18.9,77,25.5,13.3,10.2
10.6,3.3,6,0,5.2,15.9,974.8,18.2,78,23.1,14.1,9.8
6.2,1.5,6,0,5.1,14.1,972.8,18.3,70,24.3,11.6,8.2
10.3,3.1,6,0,6.8,16.6,969.2,19.7,73,25.7,15,13.6
10.6,3.8,6,0,6.9,15.3,969.5,16.8,80,18.8,13.8,10.8
14.6,5.1,6,0,5,12.3,972.7,15.6,71,20.2,11.8,10.6
10.9,3.6,6,0,4.8,13.5,971.6,18.3,67,24.7,12.3,10.7
10.7,4.2,6,0,5.3,16.5,974.4,18.9,77,24.5,15.1,13.3
7.7,2.5,6,0,3.9,16.3,976,21.6,66,28,13.3,10.6
8.9,3.4,6,0,5,17.1,976,20.4,72,24.4,16.8,14.2
10.8,3.4,6,0,6.1,15.5,975.8,16.9,80,19.1,14.4,10.7
15.5,3,6,0,6.6,13.8,975,14.1,86,18.5,11.7,10.2
13.6,5.4,6,0,7.1,13.9,975.5,14.5,85,18.3,12.2,10.5
9,3.1,6,0,6.4,14,976,17.7,70,23.3,11.9,9
16.8,4.4,6,0,6,14.2,969.6,15.3,81,19.7,10.7,9.2
17.4,7.7,6,0,6.8,11.3,968.1,12.2,80,15.9,10.2,8.6
11,4.7,6,0,6.8,9.9,973.1,12.1,71,15.9,9.1,8.5
12.7,4.4,6,0,6.9,12,976.8,12.4,83,15.7,11,9.7
14.5,4.3,6,0,7.4,12.2,978.7,14.1,76,18,11.4,11
9.2,3.4,6,0,7.2,14.3,979.5,15.6,81,20,13,10.8
10.4,2.8,6,0,7.7,15.8,974,18.1,77,23,12.8,10.8
10.6,4.6,6,0,6.3,14.4,972.8,15.7,81,19.2,13.6,12.2
13.8,5.2,6,0,7.6,13.3,970.1,13.3,87,14.7,11.3,10.9
13.6,6,6,0,6.5,12.1,971.4,12.6,83,16.4,10.4,10
14.1,6.2,6,0,7.6,12.9,977.2,12.8,87,17.4,10.8,10.4
17.3,7,6,0,4.9,12.4,976.3,15.2,73,19.1,11.9,7.7
10.1,3.5,6,0,4.3,11.4,980.8,14.9,67,19.3,9.2,4.9
5.7,1.7,6,0,7,13.8,979.6,16.9,73,23,10.5,7.3
11.9,4.3,6,0,6,12.2,976.6,14,77,17.9,9.8,7
11,4.2,6,0,6.5,11.2,976.5,12.5,78,16.9,9.2,6.7
10.8,3.4,6,0,6.8,12,978.2,12.8,82,17.7,9,6.7
12,4.4,6,0,6.6,13.4,980.8,15.4,78,20.7,11,9.9
9.4,2.7,0,0,5.1,16.4,980.4,19.8,73,25.7,14.9,12.4
9.3,3.4,0,0,3,16.5,979.6,23.2,59,28.9,17.7,11.9
13.1,3.4,0,0,0.8,13.2,978.4,25.2,43,32.3,17.1,12.7
13.4,4.1,6,0,3.1,11.8,976.9,24.7,39,30.5,19.5,14.1
8.8,3.5,6,0,3.8,14.6,981.2,20.7,61,25.5,15.8,11.9
8.6,2.4,6,0,2.8,15.4,981.9,20.7,64,26.5,14.4,11.7
14,3.5,6,0,6.2,16.8,979.6,19.2,76,22.1,15.9,15.5
16.9,4,6,0,4.4,17.4,977.6,18.7,81,23.7,14.4,10.3
5.2,1.4,6,0,5.4,14,979.5,15.1,82,19.6,11.5,8.5
11.2,3.8,6,0,4.8,12.5,976.6,16.6,68,21.3,12,8.2
11.2,3.5,6,0,6.2,14.5,967.8,15.3,83,19.2,10.8,7.8
15.1,6.2,6,0,4.2,13.2,970.8,15.8,74,19.9,12.2,7.6
8.6,2.4,0,0,2,12.3,979.6,16.8,67,22.9,10.3,7
11.3,3.6,0,0,3.2,14.7,976.7,19.5,66,25.2,12.7,9.1
12.4,5.5,6,0,5.9,14.9,978.9,18.3,71,21.8,16.1,14.2
14.5,5.5,6,0,6.4,15.5,979.3,17.7,76,22.1,14.6,10.3
17.1,5.3,6,0,7.3,14.6,977.1,15,85,16.9,11.1,9.8
8.3,2.9,6,0,3,10,981.5,13.3,67,18.7,7.3,4
8.3,2,0,0,2.9,9.1,982.6,12.7,65,18.6,6,2.4
10.5,4,6,0,1.6,10.4,978.2,16,59,23,8.1,4.8
15,4.7,6,0,6.8,14.9,975.5,17.3,75,21.6,13.5,10.4
5.9,1.8,6,0,5.8,14.3,984.4,16.9,76,21.6,12.7,8.7
6.5,2.2,0,0,1,13.2,986.3,18.8,63,25.1,11.4,7.4
9.2,3.9,0,0,0.4,13.5,979.1,21.1,56,28.2,13.9,11.7
13.9,3.2,6,0,3.5,16,974,20.8,67,29.6,14.5,10.5
6.2,2.7,6,0,7.7,17.6,976.1,16.8,92,18.1,15.4,14.7
7.8,2.6,6,0,7.9,14.7,976,15.4,85,19,12.8,12.7
8.6,3,6,0,8,14,974.5,12.9,94,13.8,11.8,11.7
5.2,2.1,6,0,7.9,15.9,975.8,14.8,94,17.2,13,13.1
5,1.8,0,0,5.3,16.2,976.6,17.2,83,21.8,13.2,11
12.7,1.9,6,0,3.8,15.6,973.9,18.2,76,23.8,12.2,9.6
8.1,2.5,0,0,5.8,15.2,975.6,17.2,79,21.8,13.9,10.7
11.7,3.3,6,0,5.7,15.6,974.8,19,72,24,12.7,9.8
12.6,4.2,6,0,7.1,19.1,970.6,21.5,75,27,17.8,17.1
13.3,5.6,6,0,5.1,14.2,975.1,16,79,19.6,11.4,8.6
10.6,2.2,6,0,4.4,12.5,982.1,13.3,82,19,9.2,5.9
6.7,1.6,0,0,2.6,11.3,979.8,14.8,70,21.1,8.3,5.3
11.5,3,6,0,6.5,13.8,973.4,15.8,78,21.8,11.7,8.8
10.7,3.9,6,0,6.4,13,970.5,13.4,85,15.6,10,7
7.2,2.5,6,0,7.3,13.2,969.4,15,78,20.2,10.4,8.4
13.3,4.9,6,0,7.8,14.3,970.7,14,89,15.4,13.1,12.7
9.5,2.4,6,0,5.1,14.1,976.8,16.9,74,22.2,12.6,9.9
5.8,1.5,0,0,2.2,14.9,985.3,18.5,72,24.9,11.5,7.9
5.1,1.2,0,0,1.5,16,989.9,19.9,71,26.3,13.8,11.1
6.9,2,0,0,0.7,15.8,988.7,19.2,73,25.3,13.1,9.7
8.5,2.8,0,0,4.5,14.9,984.2,17.8,74,23.2,12,10.4
9.1,4.2,0,0,6.9,11.1,980.7,14.8,66,19.3,10.9,9.4
10.4,4.9,0,0,6.3,10.8,977.2,14.7,65,19.4,11,9.5
12.7,3.9,0,0,1.9,9.5,980.9,14.3,59,19.2,9.1,7.7
12.6,3.1,6,0,6.5,12.8,982.5,15.4,74,20.4,12.4,9.7
8.3,3.2,6,0,6.3,13.1,983.3,15.3,76,19.5,11,7.4
7.4,2.1,6,0,7,13.4,981.8,15.5,77,19.9,11.7,9.7
11,4,6,0,6.7,12.9,977.8,13.1,85,15.5,9.4,7.3
15.1,3.1,6,0,4,9.7,985,10.5,77,14.9,6.2,2.3
7.2,2.1,6,0,4.2,9,990.6,10.1,74,15.5,4.2,0.4
4.9,1.7,6,0,6.9,12.7,989,12.7,86,16.4,9.4,4.9
6.7,1.8,6,0,6.9,12.3,989.2,12.7,84,16.7,8.1,4.8
6.5,1.7,0,0,5.5,12.6,987,13.8,80,17.3,8.3,4.9
8.2,2.3,0,0,4.3,12,983.5,13.9,76,18.3,7.4,3.3
12,3.6,6,0,5.6,11.4,979.9,10.6,89,14.6,5.9,2.7
7.6,2.9,6,0,6.5,11.3,984,11.6,83,16,8.2,4.1
9.3,2.3,0,0,1,10.7,987.9,12.3,76,18.8,5.9,2.3
7.9,3.7,0,0,0.3,10.8,985.8,13.3,72,19.8,7.9,6.5
8.3,2.4,0,0,3.1,11.9,981.9,14.3,74,21.5,6.8,3.1
5.5,1.9,0,0,5.2,11.7,986.1,14.6,71,19.4,9.3,5.9
8.3,2.6,0,0,0.8,12.3,980.7,15.1,72,21.9,6.9,3.5
9.4,3.1,6,0,5.8,15.2,974.3,15.1,88,17.2,11.8,7.7
12.5,4.3,6,0,5.9,10.7,978.7,10.8,82,14.5,5.3,1.4
7.2,1.5,0,0,4.1,8.1,986.6,8,77,14.2,3.1,0.1
7.4,2.2,0,0,3.8,8.9,986.2,10.6,71,17,3.8,0.5
5,1.6,0,0,3.7,10.2,985.2,13,70,19.9,5.9,1.9
5.9,1.7,0,0,4.3,12.1,984.7,14.5,75,22.2,7.9,4.7
4.8,1.6,0,0,2.8,13,984.5,16.6,71,23.5,9.8,6
