Wind_max,Wind_mittel,Schneehöhe,Bedeckungsgrad,Dampfdruck,Luftdruck,Temp_mittel,rel_Feuchte,Temp_max_2m,Temp_min_2m,Temp_min_5cm
10.1,4.0,0,2.7,4.8,985.0,-0.9,85.0,2.9,-3.7,-6.9
11.9,5.0,0,7.3,4.7,966.0,4.4,59.0,8.2,-0.8,-2.0
13.0,5.5,0,7.7,5.9,957.7,0.8,92.0,1.9,-1.0,-2.0
13.3,4.1,0,8.0,10.2,964.3,8.4,93.0,13.2,2.7,-0.8
11.6,4.2,0,4.5,5.0,978.8,1.9,73.0,6.1,-1.2,-2.2
12.5,4.9,0,1.2,5.1,991.4,4.5,64.0,11.5,-1.3,-2.9
9.8,3.4,0,7.3,11.8,983.9,13.6,77.0,18.1,10.8,9.7
6.0,2.0,0,4.0,5.3,976.3,1.3,80.0,4.2,0.3,-2.4
13.8,6.0,0,4.9,3.2,974.1,-4.9,74.0,-2.9,-7.0,-8.1
6.8,2.2,5,6.3,5.9,956.2,-0.4,97.0,1.1,-0.9,-1.0
10.3,4.4,0,5.7,7.4,984.7,8.2,70.0,10.3,4.2,1.2
14.0,3.3,0,2.1,16.1,976.4,21.6,65.0,29.3,13.1,11.2
8.2,2.0,0,7.7,12.9,972.6,14.2,80.0,17.0,11.4,5.0
12.7,4.9,0,3.4,13.2,980.15,18.7,61.58,21.7,11.3,8.3
17.9,6.3,0,6.7,7.1,971.2,4.3,84.0,6.6,3.0,2.6
6.9,2.4,0,8.0,5.9,990.0,1.5,87.0,2.3,-0.9,-2.7
12.1,4.8,0,5.9,5.5,969.9,-0.5,93.0,1.1,-4.0,-7.5
9.2,4.2,0,8.0,13.6,967.8,11.8,95.0,15.2,10.5,10.7
9.3,1.6,0,6.7,17.0,972.9,16.5,88.0,23.4,13.0,9.2
5.2,1.0,0,4.0,15.2,977.5,17.5,78.0,22.0,13.2,10.2
5.6,1.8,0,8.0,6.8,984.5,1.4,100.0,4.0,-1.0,-1.4
8.0,1.6,0,4.7,8.3,986.7,8.6,77.0,11.7,4.5,0.3
15.2,6.1,0,7.7,4.4,967.8,-1.2,79.0,0.0,-2.7,-3.7
7.0,2.7,0,7.7,7.9,971.8,4.5,94.0,5.6,3.2,2.9
15.4,6.1,0,6.7,5.9,987.3,4.1,73.0,6.0,1.2,-0.3
7.2,2.7,0,7.3,6.5,973.18,2.0,92.29,3.2,1.2,0.5
7.2,1.0,0,6.7,12.7,979.1,16.2,71.0,20.7,10.4,6.5
11.1,2.2,0,7.3,8.5,982.9,6.1,92.0,7.6,3.0,-1.2
11.6,3.4,0,4.5,15.8,973.1,22.4,60.0,30.4,15.8,13.6
6.2,2.4,0,3.3,6.5,970.2,6.0,70.0,10.4,3.3,1.9
6.7,2.2,0,4.8,12.3,974.9,12.5,86.0,19.1,6.4,5.2
6.4,1.1,0,3.3,4.0,987.4,0.4,68.0,4.8,-5.4,-9.4
13.4,3.8,0,5.7,7.5,973.3,9.6,63.0,12.3,3.7,0.6
10.0,3.0,0,7.3,10.0,986.9,10.2,81.0,11.9,7.0,2.5
11.7,3.5,0,4.7,5.5,980.4,0.3,87.0,2.5,-1.3,-3.3
9.0,2.9,0,5.3,7.4,976.4,7.4,71.0,11.4,6.1,3.5
7.4,2.8,0,8.0,7.3,985.9,4.4,89.0,5.8,1.8,2.1
6.0,2.4,0,0.7,3.1,987.7,-5.4,74.0,0.4,-9.4,12.6
5.0,2.2,0,2.7,12.5,984.1,18.0,60.0,25.0,12.7,8.0
6.4,2.2,0,6.8,12.9,968.0,12.5,89.0,17.9,9.3,7.8
21.3,7.9,0,6.8,7.7,967.4,6.3,81.0,9.1,3.4,2.6
16.0,5.1,0,7.7,11.2,963.2,11.0,87.0,14.8,8.4,8.6
6.0,2.3,0,4.9,20.1,981.5,24.4,69.0,31.8,15.7,11.6
10.0,1.6,0,3.7,13.2,973.4,13.8,83.0,18.6,11.6,9.4
16.0,6.8,0,6.0,6.6,985.3,6.1,72.0,10.5,1.0,0.0
11.0,4.7,0,3.0,10.5,984.1,10.7,81.0,13.8,8.6,7.6
13.0,2.6,0,7.0,9.1,982.6,11.5,70.0,14.9,5.8,3.0
6.0,1.0,0,1.3,9.2,988.3,13.9,61.0,19.0,6.3,2.5
11.3,3.3,0,4.3,14.8,981.2,16.7,78.0,21.0,13.8,12.4
8.0,3.1,0,1.3,9.2,984.2,11.9,69.0,18.0,5.5,1.3
13.0,4.5,0,3.0,11.2,975.8,15.1,65.0,21.7,8.1,6.9
12.9,4.8,0,8.0,7.2,982.9,3.2,97.0,4.4,-1.7,-1.3
7.3,2.0,0,3.3,9.5,980.5,8.9,82.0,14.4,7.3,6.3
16.9,3.8,0,7.3,18.4,968.8,19.8,81.0,27.3,15.5,15.3
11.4,3.8,0,0.7,6.0,989.5,9.0,54.0,14.1,3.8,1.7
13.2,6.1,5,7.9,5.2,981.3,-1.7,95.0,1.9,-4.9,-6.1
10.1,3.7,10,7.9,6.0,969.3,-0.1,99.0,1.9,-1.9,-1.6
7.7,2.8,0,0.5,18.0,982.49,26.1,55.21,33.3,18.8,15.0
18.8,7.7,0,7.0,7.7,975.5,5.2,87.0,6.4,4.0,2.0
5.4,2.2,0,6.3,10.8,978.1,8.2,98.0,14.0,4.4,2.9
7.6,3.3,0,6.0,6.4,977.4,5.0,78.0,7.7,-2.2,-1.9
11.1,2.2,0,0.4,13.4,980.3,26.3,43.0,34.5,17.0,12.6
13.4,4.5,0,7.9,12.9,973.5,12.4,89.0,15.2,9.8,8.9
2.3,0.6,0,1.7,14.7,978.6,19.0,68.0,23.6,11.4,7.0
19.9,9.1,0,7.0,8.5,954.3,6.8,85.0,8.3,5.1,4.3
17.8,6.7,0,7.2,8.1,977.1,7.5,78.0,10.0,4.6,3.3
4.2,0.8,0,2.7,12.8,980.8,20.5,55.0,25.8,12.1,6.4
6.3,2.7,13,6.3,5.0,978.0,-1.9,90.0,1.5,-6.0,-4.2
8.0,2.5,0,6.0,14.3,974.7,13.2,95.0,14.7,10.4,10.0
12.7,4.6,0,0.5,11.1,980.6,19.2,53.0,25.9,12.1,10.2
14.2,4.0,0,6.7,10.2,974.1,9.0,88.0,12.2,4.7,0.0
9.9,5.0,0,4.7,6.5,973.6,4.5,78.0,7.5,2.2,1.2
11.9,4.6,0,7.0,9.1,976.2,7.5,88.0,9.3,4.6,3.0
5.6,2.1,0,1.0,7.0,989.2,5.3,78.0,12.8,0.4,-2.5
14.0,4.9,0,7.7,6.5,978.7,2.8,88.0,3.5,0.6,0.2
9.2,1.9,0,4.0,7.2,978.7,9.0,66.0,15.3,0.5,-3.8
17.1,6.0,0,7.3,6.5,963.6,3.2,84.0,6.2,2.0,0.8
6.5,2.6,0,8.0,5.2,985.6,-0.9,90.0,0.3,-1.5,-1.3
11.2,5.9,0,0.0,3.1,979.5,-3.1,65.0,1.0,-8.1,-8.9
9.9,3.6,0,5.1,9.4,975.02,11.4,70.54,15.7,7.4,4.3
11.5,4.0,0,1.0,8.5,990.8,14.3,56.0,19.7,8.4,4.3
8.5,2.7,0,7.7,11.3,977.1,11.9,82.0,13.9,9.8,9.6
11.0,4.1,0,3.9,10.5,973.6,11.2,79.0,16.4,7.5,5.0
7.2,2.1,0,2.0,10.4,986.7,13.6,69.96,21.0,7.0,3.6
7.9,3.9,0,7.7,6.7,964.6,2.8,91.0,4.7,-0.4,-1.2
10.8,3.8,0,8.0,9.9,969.1,8.2,90.0,9.6,6.7,5.0
10.6,3.1,0,8.0,8.8,970.4,5.8,96.0,8.7,4.3,4.1
5.8,1.4,0,2.3,9.5,984.8,12.2,67.0,18.0,4.3,0.2
10.4,4.9,0,8.0,15.4,971.6,14.8,92.0,16.8,11.6,11.9
7.3,2.1,0,8.0,8.0,986.7,4.0,98.0,5.2,2.2,2.1
9.0,3.2,0,8.0,5.0,974.8,-1.0,88.0,0.0,-2.2,-2.7
5.0,2.2,0,5.7,8.0,983.8,8.3,74.0,10.7,3.2,-1.3
10.5,4.7,0,6.3,8.3,981.2,9.5,73.0,13.5,3.5,0.6
12.4,2.9,0,1.7,9.2,976.3,14.2,57.0,19.4,8.0,2.8
3.2,0.8,18,8.0,3.5,990.3,-6.9,94.0,-4.9,-8.3,-7.6
7.0,2.6,0,6.7,7.2,977.8,4.2,89.0,5.5,2.1,0.3
6.0,1.4,0,3.7,11.5,988.6,10.6,89.0,14.7,7.7,6.3
5.2,1.4,0,0.3,8.5,988.1,9.2,76.0,15.4,1.5,0.4
11.1,3.2,0,7.0,12.5,976.9,13.8,82.0,17.7,11.0,9.4
2.8,1.0,0,5.3,6.8,985.1,7.2,68.0,11.0,0.0,-4.6
11.5,4.0,0,4.3,7.7,961.1,5.4,84.0,7.5,3.5,0.0
7.1,2.4,0,4.8,9.2,984.4,11.4,70.0,17.2,6.0,3.1
3.0,0.5,0,4.0,8.1,993.1,6.3,86.0,12.5,-0.6,-3.2
12.0,1.5,0,6.0,14.7,966.7,15.8,80.0,21.7,13.1,10.7
16.8,4.8,0,6.7,5.7,971.4,1.7,82.0,6.6,-1.7,-5.2
5.0,1.6,0,3.0,12.1,983.5,17.0,64.0,21.7,9.8,5.4
1.8,0.0,0,7.7,5.7,966.4,-0.2,95.0,0.7,-1.8,-1.6
8.8,3.0,0,0.8,11.1,980.4,17.9,59.0,24.7,9.4,5.8
8.0,1.9,0,7.7,6.6,991.6,4.3,79.0,5.5,3.6,3.6
4.9,1.6,0,7.7,10.0,981.6,8.2,91.0,10.4,7.0,5.3
7.5,3.1,1,3.0,4.6,975.6,-1.6,86.0,0.6,-4.9,-8.4
10.6,5.1,0,0.3,5.6,988.0,9.1,52.0,15.5,2.3,-0.4
8.6,2.6,0,3.7,6.7,979.5,7.3,62.0,11.5,3.8,0.3
11.9,4.5,0,8.0,7.7,980.5,3.5,99.0,4.6,2.4,2.2
11.7,3.1,0,7.7,6.3,974.2,4.6,76.0,9.4,-0.9,-3.2
2.0,0.0,0,5.3,6.0,963.4,0.4,94.0,1.8,-0.7,-0.4
7.1,1.7,0,2.3,12.3,982.4,16.4,66.0,22.0,10.4,4.9
11.5,4.1,0,7.7,9.1,969.6,9.0,80.0,10.9,6.4,4.6
9.0,3.1,0,5.3,15.5,978.6,21.6,60.0,25.9,13.5,10.3
6.0,1.9,0,7.0,5.6,968.4,-0.6,98.0,1.2,-3.9,-3.1
8.9,4.0,0,3.8,5.9,978.19,1.7,85.92,6.7,-2.1,-4.3
7.2,2.4,0,2.3,13.0,983.7,19.3,58.0,26.0,11.6,8.6
9.6,4.4,0,7.0,16.0,977.0,17.1,82.0,21.5,12.1,12.1
8.2,2.7,0,7.9,7.1,984.1,3.2,92.0,4.0,2.6,2.9
7.5,1.6,3,4.7,4.7,969.6,-0.5,79.0,3.9,-1.7,-2.0
6.8,1.8,0,2.7,13.0,986.5,18.0,62.0,24.0,14.5,11.3
7.5,2.4,0,3.3,13.3,976.0,20.9,58.0,27.7,14.1,12.6
10.6,5.5,0,6.0,6.6,984.15,3.9,81.71,6.9,1.7,0.3
7.3,1.6,0,5.3,12.1,980.8,15.6,71.0,20.3,11.6,7.8
8.0,2.2,0,7.3,7.1,973.0,6.0,75.0,10.2,4.4,5.5
12.4,2.8,0,6.7,10.0,961.1,11.0,76.0,17.6,8.4,8.2
12.3,4.4,0,6.7,4.3,975.4,-3.6,88.0,1.4,-4.6,-3.0
18.1,7.2,0,6.5,9.4,977.1,9.8,77.0,12.8,6.4,5.2
7.2,2.9,0,7.3,7.6,983.27,3.6,96.04,6.2,0.8,-1.2
9.1,1.4,0,2.3,13.8,981.7,18.7,65.0,26.2,12.7,7.4
7.0,2.6,0,6.3,7.9,964.3,6.4,80.0,9.7,2.1,1.9
5.4,2.0,0,1.0,12.5,978.9,20.8,51.0,28.5,13.9,10.4
4.5,1.3,0,6.7,8.4,974.3,8.1,78.0,11.7,4.9,5.1
10.1,3.5,0,6.7,16.8,967.6,16.8,87.0,22.0,11.7,8.9
9.8,3.4,0,1.6,9.3,982.74,18.3,46.38,25.6,11.2,9.5
9.7,4.1,0,6.0,6.4,985.4,0.5,98.0,3.8,-0.9,-0.4
8.7,2.0,0,1.0,14.4,980.4,16.4,76.0,21.7,11.0,9.1
9.7,2.5,0,4.0,11.6,978.2,15.0,70.0,21.3,5.8,2.2
12.2,4.4,0,8.0,10.6,967.1,9.8,88.0,13.3,7.0,5.6
4.5,1.1,0,6.0,15.4,975.8,21.3,60.0,26.9,12.2,7.5
10.2,3.8,0,5.0,7.8,981.9,4.6,90.0,7.7,2.9,0.1
6.0,2.8,0,5.7,5.8,992.0,-0.4,97.0,1.0,-1.4,-2.9
23.4,7.4,0,7.7,7.6,966.7,4.2,90.0,10.3,2.8,4.6
8.2,1.9,0,2.1,5.4,991.65,8.4,50.96,16.0,-0.2,-3.9
8.5,1.9,0,6.7,12.0,979.2,18.0,61.0,22.5,10.2,6.9
16.5,6.9,0,5.7,13.0,978.4,13.4,84.0,16.5,7.5,4.1
16.0,2.7,0,7.3,7.5,974.3,7.8,73.0,13.0,2.3,-1.9
11.0,5.3,4,2.6,2.4,973.7,-10.0,82.0,-7.8,-12.8,-13.8
8.9,0.9,0,5.7,18.7,977.2,20.4,79.0,26.6,15.9,12.1
6.5,1.5,0,2.7,5.8,985.9,6.6,64.0,12.2,-1.9,-6.5
11.3,2.6,0,3.7,12.8,984.4,18.0,62.0,24.7,10.0,4.7
5.7,-999.0,0,6.5,14.1,982.89,16.0,77.71,21.1,10.3,5.8
13.6,6.0,0,6.5,12.1,971.4,12.6,83.0,16.4,10.4,10.0
9.9,4.1,0,0.0,7.4,976.4,6.7,76.0,12.6,2.4,0.4
18.0,6.4,0,7.3,7.8,965.4,5.2,84.0,10.9,3.0,4.7
10.3,1.7,0,7.3,13.1,973.9,13.2,87.0,16.0,10.3,8.6
6.6,1.6,0,7.7,5.4,995.8,-1.6,98.0,1.0,-2.6,-0.7
18.8,9.5,0,7.3,7.5,971.1,8.8,70.0,10.6,1.8,-0.2
7.5,1.3,0,4.3,10.9,988.6,11.0,85.0,13.9,5.7,0.2
9.9,3.7,0,6.8,13.8,978.3,14.1,86.0,18.3,11.2,9.6
11.5,3.6,0,8.0,7.5,958.0,4.2,90.0,6.0,2.3,2.4
6.1,1.8,0,7.0,5.7,994.2,2.8,77.0,4.5,1.2,-2.6
12.4,6.0,0,0.7,4.5,987.7,7.3,48.0,12.2,2.4,0.1
15.1,3.7,0,7.7,5.7,976.8,1.6,83.0,7.7,0.6,-0.1
10.5,3.2,0,0.0,11.8,982.5,19.4,51.0,25.3,12.5,8.7
10.7,2.1,0,6.0,10.9,972.8,12.0,77.0,17.4,6.7,2.3
8.6,3.2,0,7.3,16.2,977.7,19.4,73.0,22.4,16.0,15.0
8.1,3.4,0,6.7,6.1,979.5,2.4,86.0,5.7,-1.0,-1.9
9.6,2.9,0,4.7,5.1,969.6,2.3,73.0,6.8,-1.6,-2.9
7.4,1.6,0,4.7,7.9,980.2,8.7,74.0,13.0,2.7,-1.0
11.0,5.4,2,1.0,3.4,982.5,-3.8,73.0,0.7,-8.4,-9.5
10.4,3.6,0,1.7,7.6,976.8,4.3,88.0,8.6,2.4,3.2
12.9,4.5,0,4.9,12.8,982.7,12.5,88.0,17.4,7.7,5.6
14.0,6.5,0,8.0,6.6,979.7,4.1,82.0,6.7,0.2,-1.7
4.9,0.8,0,6.7,16.2,973.5,19.0,74.0,24.5,13.1,10.2
16.8,1.6,0,6.3,19.9,979.3,21.9,76.0,28.0,15.4,12.6
9.3,2.9,0,7.0,18.4,976.14,18.6,86.46,23.1,15.7,14.7
7.8,2.2,0,6.7,7.9,975.9,10.0,64.0,14.2,6.4,5.1
10.5,4.7,0,6.7,4.5,990.6,-0.9,80.0,-0.1,-1.7,-1.8
15.3,5.8,0,7.3,8.2,968.3,5.6,89.0,6.8,3.8,2.4
5.7,1.7,0,8.0,4.6,984.25,-3.8,100.0,-1.5,-6.0,-5.5
6.0,2.1,0,5.3,8.8,977.0,6.6,93.0,9.0,1.8,0.0
4.8,1.8,0,7.0,6.8,986.6,5.1,77.0,9.2,1.0,-1.7
7.7,3.0,0,7.7,9.1,982.6,7.6,88.0,9.1,4.8,4.2
13.2,3.3,0,4.9,12.8,981.3,11.9,92.0,18.0,6.7,3.1
10.1,4.7,0,4.7,16.0,974.6,17.3,82.0,21.2,13.4,13.1
6.6,2.9,13,7.1,3.7,976.6,-5.6,91.0,-3.9,-8.3,-14.2
11.5,3.2,0,7.3,12.7,976.4,12.6,87.0,15.2,10.6,10.1
9.0,2.4,0,2.0,8.4,974.3,11.6,63.0,16.7,6.5,4.4
6.5,2.1,0,8.0,12.0,980.6,9.8,98.0,11.0,7.5,5.0
10.5,3.9,0,7.0,12.7,976.0,15.7,74.0,20.0,9.0,7.7
11.6,1.1,0,6.7,18.9,974.6,17.9,91.0,22.8,15.2,15.2
6.2,2.3,0,7.3,10.9,972.5,9.3,94.0,11.1,7.2,7.0
6.0,2.4,0,8.0,7.7,987.4,3.6,98.0,5.2,0.6,0.4
6.2,1.7,0,8.0,8.4,966.7,5.2,96.0,6.2,-0.6,-2.4
8.2,2.5,0,7.0,5.3,973.2,0.8,80.0,3.0,0.2,0.2
9.4,3.5,0,2.3,16.3,975.5,22.3,61.0,28.9,18.8,17.5
8.6,4.7,0,8.0,10.7,985.3,8.4,98.0,9.0,4.2,1.7
15.5,7.0,0,8.0,9.6,963.4,8.0,91.0,9.1,5.4,1.2
15.1,6.5,0,7.7,9.6,974.9,7.6,91.0,11.4,3.6,2.9
8.3,2.7,0,7.3,11.7,969.2,11.8,85.0,14.5,10.1,9.6
12.3,3.2,0,7.3,10.1,970.5,11.0,77.0,14.9,9.3,9.2
10.2,2.8,0,2.0,16.4,987.3,20.0,67.0,25.7,15.1,11.8
15.2,5.0,0,7.3,19.4,970.5,19.7,85.0,24.6,17.0,15.7
9.3,3.5,0,4.8,8.6,973.5,12.0,65.0,18.8,6.8,4.1
15.9,5.1,0,0.0,3.1,983.6,-3.5,65.0,0.7,-7.8,-9.0
7.0,0.8,0,6.0,10.5,980.0,8.6,90.0,14.2,6.8,5.9
7.4,3.0,4,7.9,4.9,967.0,-2.3,94.0,-0.9,-4.8,-5.0
7.2,3.5,0,7.0,8.9,969.8,6.9,89.0,9.0,4.6,2.6
19.0,8.0,0,4.3,1.6,971.1,-12.0,63.0,-9.7,-15.8,-16.2
7.2,2.6,0,0.7,14.5,978.2,19.6,63.0,25.1,14.8,12.2
7.3,2.0,0,8.0,4.9,974.7,-3.1,99.0,-1.8,-5.6,-6.5
7.1,3.9,0,1.7,4.4,985.2,-0.4,75.0,4.2,-3.8,-5.2
8.1,1.4,0,2.3,14.5,978.1,20.8,63.0,27.4,13.9,10.4
9.3,2.9,0,5.5,8.3,989.1,6.4,85.46,9.0,1.3,-1.0
8.7,2.7,0,3.7,12.6,977.91,13.9,79.75,19.6,8.9,6.3
7.1,3.0,9,6.9,5.4,966.2,-0.8,94.0,1.1,-3.8,-6.6
15.7,6.0,7,8.0,3.5,962.7,-5.7,87.0,-4.4,-8.1,-8.6
16.4,4.3,0,5.3,8.5,976.4,8.7,76.0,14.7,4.2,1.5
12.0,3.8,0,5.3,12.7,974.6,18.0,63.0,21.9,14.6,13.6
6.6,1.9,0,0.5,17.0,990.2,20.4,74.0,27.2,13.1,9.7
13.0,5.4,0,7.3,9.2,978.6,7.6,87.0,8.6,5.2,5.0
17.0,2.6,0,5.0,13.6,975.5,18.9,63.0,24.9,12.4,8.4
10.0,5.3,0,7.7,7.6,996.0,3.4,97.0,4.9,1.4,0.7
4.6,0.9,0,2.0,13.5,981.5,17.4,69.0,22.2,10.8,6.5
9.3,1.9,0,2.0,18.1,978.5,22.4,68.0,29.1,16.7,15.4
7.0,2.7,0,3.0,16.6,980.4,22.3,61.0,29.1,15.1,11.0
12.6,5.7,0,7.7,7.1,960.4,3.4,90.0,5.3,2.0,1.5
6.6,3.0,2,8.0,6.2,992.3,0.2,100.0,0.9,-0.3,-0.7
17.2,3.3,0,5.8,14.0,977.7,13.5,91.0,18.4,11.1,9.4
13.0,4.0,0,7.7,10.4,977.4,9.4,87.0,12.4,7.7,5.6
8.3,1.4,0,4.3,7.1,972.0,7.3,71.0,11.2,1.9,-0.3
10.3,3.7,0,3.1,4.7,989.8,1.2,71.0,5.8,-1.8,-4.3
12.8,3.3,0,5.7,18.4,982.9,20.6,75.0,25.2,19.2,17.4
10.5,3.3,0,6.7,7.6,959.8,5.6,83.0,6.5,3.2,2.8
10.4,3.3,0,2.7,8.9,975.5,13.2,60.0,19.1,5.8,1.2
5.2,1.7,0,7.7,13.5,978.0,13.9,86.0,16.3,11.7,10.9
18.1,3.6,0,5.7,6.6,969.0,2.2,90.0,7.5,0.8,2.4
9.1,2.0,0,4.0,9.3,976.6,11.5,70.0,16.3,7.6,4.6
9.2,4.1,0,7.7,12.7,964.5,12.7,86.0,15.1,11.0,10.4
8.5,1.8,0,8.0,7.9,986.2,5.1,91.0,5.6,3.2,3.0
10.0,2.2,0,3.0,8.9,974.2,9.6,72.0,14.3,5.6,0.9
15.7,4.9,0,6.3,10.0,983.5,11.4,75.0,15.4,7.7,7.4
12.3,5.3,0,7.5,4.3,968.2,-1.6,79.0,-0.3,-3.0,-3.9
6.2,1.8,0,6.7,14.7,984.8,16.2,81.0,19.9,9.6,6.9
7.7,2.0,0,0.3,6.2,988.5,5.3,69.0,12.9,0.2,-4.8
11.3,4.7,0,4.3,7.7,975.8,10.0,63.0,14.7,6.8,6.5
11.5,5.0,0,6.1,5.1,989.4,-0.3,85.0,1.0,-3.2,-4.7
5.6,3.4,0,6.3,6.0,978.8,1.4,92.0,4.5,-2.9,-2.8
6.1,1.5,0,5.7,10.3,982.3,12.7,70.0,18.3,6.8,4.5
8.0,2.0,0,5.7,12.1,977.6,12.4,84.0,17.9,8.7,5.0
13.5,6.1,0,7.3,7.4,973.6,3.9,94.0,5.3,1.6,1.9
10.4,3.6,0,5.7,11.9,983.4,13.9,73.0,20.4,11.7,10.4
5.6,1.6,9,7.8,5.1,985.8,-1.3,92.0,-0.7,-2.0,-2.5
10.3,3.3,0,0.3,9.2,983.6,14.7,54.0,22.1,8.9,5.5
6.0,2.5,0,7.9,9.7,966.0,7.0,96.42,7.9,5.2,4.3
12.7,3.8,0,6.7,5.1,993.6,6.8,56.0,10.5,1.1,-3.6
11.5,4.5,0,7.0,13.5,971.1,15.8,74.0,20.0,12.3,13.3
9.9,3.3,0,5.4,11.3,978.98,15.0,68.17,21.2,10.1,7.6
11.7,3.7,0,4.8,12.6,980.8,12.7,86.0,18.5,8.6,5.7
9.2,1.9,0,8.0,5.9,977.6,0.0,95.0,2.8,-0.5,0.4
11.5,4.4,0,6.5,13.3,975.2,13.2,87.0,16.2,8.9,6.0
7.3,2.6,0,6.4,11.6,982.48,13.8,75.5,18.4,9.9,9.2
8.4,3.2,0,5.7,12.0,987.5,10.6,94.0,14.8,6.4,4.1
12.1,3.1,0,5.3,18.4,975.8,19.8,76.0,28.7,13.9,12.7
11.2,3.4,0,7.3,8.3,974.2,8.0,75.0,13.6,4.1,2.1
5.1,1.8,0,7.8,15.7,977.62,14.5,95.5,16.5,13.0,11.8
9.3,1.9,0,4.3,13.9,981.1,15.7,76.0,20.5,12.5,9.2
9.8,3.1,0,3.1,7.0,972.42,6.4,73.54,11.2,1.7,-1.3
15.6,5.2,0,5.0,7.9,988.4,4.0,88.0,8.3,0.8,5.6
15.1,4.1,0,6.7,8.6,957.0,9.0,74.0,15.7,6.4,1.2
8.0,2.7,0,7.7,9.7,963.9,8.2,90.0,9.2,3.3,0.3
6.0,1.5,0,7.7,11.7,972.6,10.0,94.0,12.6,7.1,6.2
12.7,6.3,1,8.0,5.3,979.0,-0.4,92.0,0.6,-2.2,-3.6
7.6,2.6,0,5.3,7.7,982.6,4.8,88.0,7.2,3.3,5.0
5.0,0.8,0,2.3,14.8,982.2,20.7,62.0,26.1,11.6,9.4
5.2,3.9,3,7.3,5.9,992.2,2.5,82.0,4.1,-0.9,-1.6
9.7,3.5,0,2.0,8.3,975.0,10.5,64.0,15.3,8.0,7.1
11.0,5.8,0,5.0,5.5,974.8,9.5,47.0,14.5,2.2,-0.1
8.6,3.1,0,6.7,8.4,963.5,6.8,84.0,9.6,4.5,1.6
19.2,8.5,0,7.3,10.3,978.3,8.9,92.0,10.7,5.1,2.9
6.2,2.6,4,5.3,3.5,991.1,-5.9,89.0,-3.3,-7.2,-7.0
14.8,4.9,0,4.7,9.3,974.3,13.6,58.0,18.4,11.7,11.4
9.9,3.3,0,7.0,5.4,991.4,1.7,79.0,3.6,-1.4,-1.9
12.3,4.8,0,7.7,18.1,973.06,17.5,90.92,22.2,14.4,12.4
12.0,3.7,0,2.7,4.6,989.3,-1.8,86.0,1.8,-4.5,-7.3
7.0,2.3,2,8.0,6.3,962.6,0.4,99.0,1.1,-0.1,-0.4
4.5,0.5,0,1.3,12.6,980.9,12.9,85.0,19.3,5.8,2.8
4.5,1.9,0,4.3,6.4,982.6,3.0,83.0,7.9,1.0,-0.9
10.9,3.5,0,5.0,10.0,967.9,8.7,87.0,13.1,5.3,2.3
10.3,3.8,0,7.0,12.7,971.5,13.8,81.0,17.9,11.3,12.2
7.6,3.0,0,5.0,4.6,967.1,-2.4,89.0,-1.0,-4.3,-5.4
10.0,4.1,0,7.3,3.5,990.7,-3.6,75.0,-1.6,-4.3,-3.6
7.7,3.2,0,7.8,4.6,988.08,-1.8,86.29,-0.9,-2.3,-2.3
8.1,3.4,0,1.0,11.9,986.4,16.6,65.0,21.5,9.7,7.8
5.1,1.8,5,3.7,4.9,981.1,-1.1,88.0,2.5,-6.0,-10.4
4.0,1.0,0,5.3,14.8,983.0,17.6,74.0,22.2,13.9,10.7
12.9,4.8,0,1.6,5.0,981.83,9.7,45.21,16.8,1.5,-1.0
9.9,3.1,0,3.8,9.8,977.9,14.2,63.0,20.0,9.0,5.7
18.0,3.4,0,5.7,14.9,970.1,17.3,77.0,21.4,12.4,13.0
17.6,6.3,0,6.7,9.2,964.9,7.6,90.0,8.6,5.8,4.5
10.2,4.1,0,8.0,8.3,980.4,6.4,86.0,8.3,2.9,5.6
21.1,7.9,0,8.0,8.4,951.2,4.9,93.0,7.2,0.3,-0.9
7.9,2.8,0,7.0,4.9,964.4,-0.6,85.0,1.3,-6.8,-11.2
16.5,5.1,0,5.0,6.9,978.1,2.5,92.0,5.9,0.2,-0.4
7.5,3.1,0,8.0,7.5,973.9,3.4,95.0,4.0,2.2,2.2
11.0,3.7,0,6.3,6.7,990.4,4.5,79.0,6.3,2.3,0.2
10.6,2.2,0,6.3,10.3,977.4,10.0,84.0,14.7,7.1,5.4
10.0,4.2,0,4.0,15.0,977.9,21.3,59.0,27.2,16.6,16.2
20.8,8.8,0,6.9,7.9,979.5,6.9,79.0,12.4,4.0,2.1
8.5,2.6,0,4.3,10.3,980.8,16.1,56.0,22.4,8.0,3.6
2.8,1.0,9,2.3,4.7,989.2,1.1,75.0,6.1,-4.9,-10.0
8.7,3.3,0,1.2,4.7,976.3,0.5,75.0,5.8,-4.0,-6.9
10.5,3.7,0,6.3,16.0,980.7,17.0,83.0,20.6,13.2,10.6
7.4,1.1,0,2.7,18.1,986.2,24.6,59.0,30.0,17.0,13.1
16.1,5.7,0,7.3,18.1,969.6,18.4,85.0,22.7,13.1,12.9
14.1,4.9,0,7.0,12.6,969.8,13.6,82.0,18.5,9.7,9.6
9.4,5.0,24,7.4,4.8,973.5,-2.3,92.0,-0.6,-3.8,-6.2
12.6,4.2,0,7.0,5.1,969.6,1.7,72.0,7.1,-3.2,-7.0
11.6,3.6,0,7.3,14.1,975.0,13.1,91.0,18.4,11.6,11.2
